sources,references,translations
"He reached up and took down the mermaid sun catcher, then set it gently into the box, surrounding it with packing material.","Il tendit le bras et décrocha l'attrape-soleil en forme de sirène, puis le déposa délicatement dans la boîte, en l'entourant de papier bulle.","Il a tendu le bras pour décrocher le capteur de soleil en forme de sirène, puis l'a posé délicatement dans la boîte, en l'entourant de matériel d'emballage."
Never knew what I was missing until now.,Je n'ai jamais su ce qui me manquait jusqu'à présent.,Je ne savais pas ce que je ratais avant aujourd'hui.
"Good-looking, hard-working, and sensitive, he was all that.","Beau, travailleur et sensible, il était tout cela.","Beau, bosseur et sensible, il avait tout ça."
"He grinned and lowered himself to her, his warm skin setting her afire more.","Il sourit et s'approcha d'elle, sa peau déjà chaude s'enflammant encore plus.","Il sourit et se pencha vers elle, sa peau chaude l'embrasant encore plus."
"""I really don't think that I can do this,"" Andi stressed as she continued taking in the room that they were expected to stay in.","Je ne pense vraiment pas que je puisse le faire, souligna Andi en continuant d'observer la pièce dans laquelle ils sont censés séjourner.","« Je ne pense vraiment pas pouvoir faire ça », a insisté Andi en continuant à regarder la chambre où ils devaient rester."
"""You like me when I'm hard,"" he says, laughing.","Tu aimes quand je suis dur, réplique-t-il en riant.","« Tu m'aimes quand je suis dur », dit-il en rigolant."
I need to know what's going through that enigmatic head of his.,J'ai besoin de savoir ce qui se passe dans sa tête énigmatique.,J'ai besoin de savoir ce qui se passe dans sa tête mystérieuse.
"""Are you worried you won't get off the island before the storm hits?""",Tu as peur de ne pas pouvoir quitter l'île avant la tempête ?,t'as peur de pas pouvoir quitter l'île avant que la tempête arrive ?
"She'd saved him from death, for goodness sake.","Elle l'avait sauvé de la mort, pour l'amour du ciel.","Elle l'avait sauvé de la mort, bon sang."
"""Which is why I contacted Hillshire Hotels and asked them to send the files again when I let them know that you weren't going to be able to make it to New York to meet with their CEO.",C'est pourquoi j'ai contacté les Hôtels Hillshire pour qu'ils me renvoient une copie des dossiers et leur dire que vous ne pourriez pas vous rendre à New York pour rencontrer leurs PDG.,c'est pour ça que j'ai contacté Hillshire Hotels et leur ai demandé de renvoyer les fichiers quand je leur ai dit que tu ne pourrais pas aller à New York pour rencontrer leur PDG.
"He had a good crew.""",Il avait un bon équipage.,Il avait une bonne équipe
She could swim another day.,Elle pourrait nager un autre jour.,Elle pourrait nager un autre jour.
"""It is and it isn't,"" she said, worrying her bottom lip between her teeth, wondering why she couldn't seem to figure out what she wanted.","Ça l'est et ça ne l'est pas, dit-elle, mordillant sa lèvre inférieure entre ses dents, se demandant pourquoi elle n'arrivait pas à comprendre ce qu'elle voulait","« C'est vrai et ce n'est pas vrai », dit-elle en mordillant sa lèvre inférieure, se demandant pourquoi elle n'arrivait pas à comprendre ce qu'elle voulait."
And it's pretty far-fetched.,Et elle est assez farfelue.,Et c'est un peu tiré par les cheveux.
"Seize this moment and hold it tight because we never know what the next moment's going to bring.""",Saisir ce moment et le serrer fort parce qu'on ne sait jamais ce que le moment suivant va nous apporter.,"Profite bien de ce moment et garde-le précieusement, parce qu'on ne sait jamais ce que le prochain moment nous réserve"
"Until that terrible day, he'd always been able to protect his younger brother.","Jusqu'à ce jour terrible, il avait toujours été capable de protéger son jeune frère.","Jusqu'à ce jour horrible, il avait toujours réussi à protéger son petit frère."
Looks like it started with Christopher.,On dirait que ça a commencé avec Christopher.,On dirait que ça a commencé avec Christopher.
She didn't want him feeling bound to her because she'd saved him or because he was physically attracted to her.,Elle ne voulait pas qu'il se sente lié à elle parce qu'elle l'avait sauvé ou parce qu'il était physiquement attiré par elle.,Elle ne voulait pas qu'il se sente lié à elle parce qu'elle l'avait sauvé ou parce qu'il était attiré par elle.
"I'm fucking Johnny like an animal, getting closer to God, using the rhythm of the music to drive us both insane.","Je baise Johnny comme un animal, me rapprochant de Dieu, utilisant le rythme de la musique pour nous rendre tous les deux fous.","Je baise Johnny comme une bête, je me rapproche de Dieu, en utilisant le rythme de la musique pour nous rendre fous tous les deux."
"Inna was waiting, and he didn't like to wait.","Inna attendait, et il n'aimait pas attendre.","Inna attendait, et il n'aimait pas attendre."
"She was surely tired too, but she hadn't complained a bit.","Elle aussi devait sûrement être fatiguée, mais elle ne s'était pas plainte.","Elle devait sûrement être fatiguée elle aussi, mais elle ne s'était pas plainte du tout."
"He bent his head, and her lips met his with a slow kiss.",Il pencha la tête et ses lèvres rencontrèrent les siennes dans un lent baiser.,"Il a penché la tête, et ses lèvres ont rencontré les siennes dans un baiser tout doux."
A large percentage of guests going to the Winter Wonderland in January are only going to kill time and the others are locals just going so that their children can go on the ice slides.,Une grande partie des visiteurs qui se rendent au Winter Wonderland en janvier n'y vont que pour tuer le temps et les autres sont des locaux qui viennent juste pour que leurs enfants puissent faire des glissades sur la glace.,"Beaucoup de gens qui vont au Winter Wonderland en janvier, c'est juste pour passer le temps, et les autres, c'est des gens du coin qui y vont juste pour que leurs enfants puissent faire les toboggans de glace."
I can't believe I hadn't noticed when the music stopped.,Je ne peux pas croire que je n'ai pas remarqué que la musique s'était arrêtée.,Je n'arrive pas à croire que je n'ai pas remarqué quand la musique s'est arrêtée.
"And although John isn't technically a virgin, I can't help but feel like I'm about to deflower him.","Et bien que John ne soit pas techniquement vierge, je ne peux m'empêcher de penser que je suis sur le point de le déflorer.","Et même si John n'est pas vraiment vierge, j'ai quand même l'impression que je vais le déflorer."
"""Why can't you leave us all alone?",Pourquoi ne pouvez-vous pas nous laisser tranquilles ?,pourquoi tu peux pas nous laisser tranquilles ?
"Again, with the stupid.","Encore une fois, c'est stupide.","Encore une fois, avec les idiots."
"He believed me for years.""",Il m'a cru pendant des années.,Il m'a cru pendant des années
"The only thing I hear is my pounding heart, our mingled breaths, and the snick-snick-snick of...","La seule chose que j'entends, c'est mon cœur qui bat la chamade, nos respirations qui se mélangent et le bruit de...","Tout ce que j'entends, c'est mon cœur qui bat à fond, nos respirations qui se mélangent et le cliquetis de..."
"Sure, he'd enjoyed swimming in the oceanspent a couple years diving on WWII wrecks for the US Navy.","Bien sûr, il avait aimé nager dans l'océan  il avait passé quelques années à plonger à l'intérieur d'épaves de la Seconde Guerre mondiale pour l'US Navy.","Bien sûr, il avait adoré nager dans l'océan et avait passé quelques années à plonger sur des épaves de la Seconde Guerre mondiale pour la marine américaine."
"""Doesn't look like she got the message,"" Lucas said, sounding amused.","On dirait bien qu'elle ne l'a pas compris, rétorqua Lucas avec amusement.","« On dirait qu'elle n'a pas compris le message », dit Lucas, l'air amusé."
"""I think some of the other guys plan to come by the bar to help, so I don't have to have you here, but there'll be work if you want it.""","Je pense que d'autres gars ont prévu de venir au bar pour aider, donc tu n'es pas obligé de venir, mais il y aura du travail si tu le veux.","je crois que d'autres gars vont passer au bar pour donner un coup de main, donc t'as pas besoin de rester, mais y'aura du boulot si tu veux"
She shielded her eyes from the bright sun and strained to see if she recognized the dark figure approaching from the northern section of the beach.,Elle se protégea les yeux du soleil et s'efforça de reconnaître la silhouette sombre qui s'approchait de la partie nord de la plage.,Elle s'est protégé les yeux du soleil et a essayé de voir si elle reconnaissait la silhouette sombre qui s'approchait depuis le nord de la plage.
"Did you know the 1893 fair in Chicago was the celebration of four hundred years since Columbus landed?""",Savais-tu que la foire de 1893 à Chicago célébrait les quatre cents ans du débarquement de Christophe Colomb ?,Tu savais que l'Exposition universelle de 1893 à Chicago célébrait les quatre cents ans du débarquement de Christophe Colomb ?
"Against his mates' recommendations, he threw the rope ladder over the side and she came aboard.","Contre les recommandations de ses compagnons, il avait jeté l'échelle de corde par-dessus bord et elle était montée à bord.","Malgré ce que ses potes lui disaient, il a lancé l'échelle de corde par-dessus bord et elle est montée à bord."
"""Carta Hotels' board has decided after careful consideration that it might be in their best interest to find someone who shares their vision,"" Devyn said, looking lost in thought as he absently drummed his fingertips against the armrest.","Les membres du conseil d'administration des Hôtels Carta ont décidé, après mûre réflexion, qu'il était dans leur intérêt de chercher quelqu'un qui partageait leur vision, dit Devyn semblant perdu dans ses pensées alors que ses doigts pianotaient distraitement sur le l'accoudoir du canapé.","« Après avoir bien réfléchi, le conseil d'administration de Carta Hotels a décidé qu'il serait peut-être mieux pour eux de trouver quelqu'un qui partage leur vision », a dit Devyn, l'air pensif, en tapotant distraitement l'accoudoir du fauteuil avec ses doigts."
"""I quit!"" she managed to get out before returning to mumbling, ""We're going to die!"" over and over again as she released the cutest fucking sniffles while he did his best to stop fucking smiling.","Elle réussit à dire : ""Je démissionne !"" avant de se remettre à marmonner : ""On va mourir !», encore et encore, en lâchant un reniflement des plus mignons, tandis qu'il faisait de son mieux pour arrêter de sourire.","« J'arrête ! » a-t-elle réussi à dire avant de recommencer à marmonner « On va mourir ! » encore et encore, tout en faisant les reniflements les plus mignons qui soient, tandis qu'il faisait de son mieux pour arrêter de sourire."
